WKT,fid,u,v,osmid,name,highway,oneway,reversed,length,lanes,ref,access,service,maxspeed,bridge,junction,tunnel,area,width,total_split_CYD
"LINESTRING (-81.9661506 26.4623076,-81.9660347 26.4620389)",3062,1975886828,1975886866,186840164,,service,False,False,32.028,,,,parking_aisle,,,,,,,6.070305236043225
"LINESTRING (-81.9641556 26.4603161,-81.9643541 26.4605221,-81.9643973 26.460568,-81.964456 26.4606304)",3066,1975886829,1975886838,166094633,Estero Boulevard,tertiary,False,False,45.996,2,,,,25 mph,,,,,,79.09382896444468
"LINESTRING (-81.9641556 26.4603161,-81.9642097 26.4602719,-81.9643101 26.4601899)",3067,1975886829,1975886868,186840167,,service,False,False,20.82,,,,parking_aisle,,,,,,,2.742878662212124
"LINESTRING (-81.9641556 26.4603161,-81.9640434 26.460201)",3065,1975886829,5832838336,166094633,Estero Boulevard,tertiary,False,True,16.987,2,,,,25 mph,,,,,,17.24416339275983
"LINESTRING (-81.9653408 26.4615048,-81.9649235 26.4610982)",3068,1975886833,1975886834,166094633,Estero Boulevard,tertiary,False,True,61.398,2,,,,25 mph,,,,,,10.842239629932761
"LINESTRING (-81.9653408 26.4615048,-81.9653837 26.4614665,-81.96545 26.4614074,-81.9654713 26.4613879)",3070,1975886833,1975886869,186840168,,service,False,False,18.378,,,,parking_aisle,,,,,,,7.014574939427728
"LINESTRING (-81.9653408 26.4615048,-81.965539 26.461698,-81.9655757 26.4617359,-81.965689 26.461853,-81.9657164 26.4618855)",3069,1975886833,5832838445,166094633,Estero Boulevard,tertiary,False,False,56.499,2,,,,25 mph,,,,,,4.38410933714233
"LINESTRING (-81.9649235 26.4610982,-81.9645319 26.4607097,-81.964456 26.4606304)",3072,1975886834,1975886838,166094633,Estero Boulevard,tertiary,False,True,69.8,2,,,,25 mph,,,,,,82.80908059502299
"LINESTRING (-81.9649235 26.4610982,-81.9649898 26.4610478,-81.9650824 26.4609773)",3074,1975886834,1975886842,1193684665,,service,False,True,20.759,,,,parking_aisle,,,,,,,6.508716169757458
"LINESTRING (-81.9649235 26.4610982,-81.9648631 26.4611357,-81.964817 26.4611648,-81.9648733 26.4612369,-81.9647964 26.4613031,-81.9646773 26.4614057)",3073,1975886834,3346901696,"[1193684665, 1193684666, 327877503]",,service,False,False,49.788,,,,parking_aisle,,,,,,,6.458130292790432
"LINESTRING (-81.965965 26.4619188,-81.9658604 26.4619658,-81.9658012 26.4619924)",3076,1975886835,1975886837,186840167,,service,False,False,18.244,,,,parking_aisle,,,,,,,11.6684756203942
"LINESTRING (-81.965965 26.4619188,-81.9659408 26.4618804,-81.9654713 26.4613879)",3077,1975886835,1975886869,186840167,,service,False,True,76.899,,,,parking_aisle,,,,,,,12.657710547749392
"LINESTRING (-81.965965 26.4619188,-81.9661259 26.461866,-81.9661179 26.461806,-81.9661074 26.4617705)",3075,1975886835,1975891253,186840163,,service,False,False,27.861,,,,parking_aisle,,,,,,,16.974372048935685
"LINESTRING (-81.9648135 26.4603134,-81.9648896 26.4602524,-81.9650799 26.4601299)",3080,1975886836,1975886854,186840166,,service,False,False,33.501,,,,parking_aisle,,,,,,,0.337239179780179
"LINESTRING (-81.9648135 26.4603134,-81.9646774 26.4601701)",3079,1975886836,1975886857,186840173,,service,False,False,20.915,,,,parking_aisle,,,,,,,0.0
"LINESTRING (-81.9658012 26.4619924,-81.96583 26.462034,-81.965876 26.462112,-81.9659119 26.4621803)",3081,1975886837,1975886851,166094633,Estero Boulevard,tertiary,False,False,23.643,2,,,,25 mph,,,,,,1.9784698547103847
"LINESTRING (-81.9658012 26.4619924,-81.965776 26.461956,-81.9657164 26.4618855)",3082,1975886837,5832838445,166094633,Estero Boulevard,tertiary,False,True,14.593,2,,,,25 mph,,,,,,1.6412306749302052
"LINESTRING (-81.9646359 26.4599075,-81.964511 26.4599922)",3088,1975886839,1975886844,186840171,,service,False,True,15.598,,,,parking_aisle,,,,,,,0.7419261955163942
"LINESTRING (-81.9646359 26.4599075,-81.9647768 26.4600579,-81.9647848 26.4600867,-81.9646774 26.4601701)",3089,1975886839,1975886857,186840174,,service,False,True,39.28,,,,parking_aisle,,,,,,,0.1573782838974168
"LINESTRING (-81.9646359 26.4599075,-81.9646695 26.4598826)",3087,1975886839,1975886861,186840171,,service,False,False,4.342,,,,parking_aisle,,,,,,,2.518052542358671
"LINESTRING (-81.9651737 26.4609055,-81.9650824 26.4609773)",3090,1975886840,1975886842,1193684665,,service,False,False,12.097,,,,parking_aisle,,,,,,,0.0505858769670268
"LINESTRING (-81.9650824 26.4609773,-81.9654713 26.4613879)",3091,1975886842,1975886869,186840167,,service,False,False,59.86,,,,parking_aisle,,,,,,,2.6810514792524245
"LINESTRING (-81.964511 26.4599922,-81.9646774 26.4601701)",3097,1975886844,1975886857,186840173,,service,False,True,25.801,,,,parking_aisle,,,,,,,0.5845479116189772
"LINESTRING (-81.964511 26.4599922,-81.9643101 26.4601899)",3096,1975886844,1975886868,186840173,,service,False,False,29.719,,,,parking_aisle,,,,,,,0.5845479116189772
"LINESTRING (-81.9659119 26.4621803,-81.965958 26.462268,-81.9659948 26.4623538)",3099,1975886851,1975886859,166094633,Estero Boulevard,tertiary,False,False,20.998,2,,,,25 mph,,,,,,0.3372391797801792
"LINESTRING (-81.9659119 26.4621803,-81.9658549 26.4622051,-81.9655116 26.4623544)",3101,1975886851,1975886864,186840170,,service,False,False,44.302,,,,,,,,,,,1.8885394067690031
"LINESTRING (-81.9660014 26.4623692,-81.9659948 26.4623538)",3102,1975886853,1975886859,166094633,Estero Boulevard,tertiary,False,True,1.834,2,,,,25 mph,,,,,,0.0
"LINESTRING (-81.9660014 26.4623692,-81.9659415 26.4623828,-81.9657193 26.4624332,-81.9655755 26.4624658)",3104,1975886853,1975886863,186840165,,service,False,False,43.736,,,,,,,,,,,0.2023435078681074
"LINESTRING (-81.9660134 26.4615837,-81.9656729 26.4612369,-81.9654713 26.4613879)",3112,1975886860,1975886869,186840168,,service,False,True,77.508,,,,parking_aisle,,,,,,,2.6304656022853976
"LINESTRING (-81.9460759 26.4578693,-81.9460747 26.458212,-81.9460801 26.4582985,-81.9461259 26.4584551,-81.9461581 26.4587265,-81.9461635 26.4592283,-81.9461686 26.459355,-81.9461821 26.4594964)",3126,2019396628,2019396633,191354215,,service,False,True,181.766,,,,,,,,,,,214.01198348850167
"LINESTRING (-81.9227553 26.4377225,-81.9228072 26.4376697,-81.9229076 26.4375759)",624,2019424575,5781896318,11020040,Gulfview Avenue,residential,False,True,22.268,,,,,,,,,,,11.016479872819188
"LINESTRING (-81.9227553 26.4377225,-81.9229471 26.4378603)",623,2019424575,5814968629,11028771,Estero Boulevard,secondary,False,True,24.484,2,CR 865,,,25 mph,,,,,,50.09125950334928
"LINESTRING (-81.9569581 26.45421,-81.9570093 26.4541443,-81.9570588 26.4540807,-81.9570963 26.4540328)",3136,2021400879,2021400869,191555380,,service,True,False,24.032,,,,,,,,,,,17.630864318907765
"LINESTRING (-81.9570963 26.4540328,-81.9574848 26.4542697)",3132,2021400869,2021400899,191555383,,service,False,False,46.795,,,,parking_aisle,,,,,,,0.2023435078681074
"LINESTRING (-81.9570963 26.4540328,-81.956929 26.4539308)",3133,2021400869,2021400901,191555383,,service,False,True,20.15,,,,parking_aisle,,,,,,,0.0
"LINESTRING (-81.9569581 26.45421,-81.9568459 26.4541427,-81.9568024 26.4541166,-81.9567906 26.4541095)",3137,2021400879,2021400894,725731375,Estero Boulevard,tertiary,False,True,20.073,2,,,,25 mph,,,,,,235.36596835218265
"LINESTRING (-81.956929 26.4539308,-81.9568435 26.4540412,-81.9567906 26.4541095)",3147,2021400901,2021400894,191555380,,service,True,False,24.18,,,,,,,,,,,100.05211985718356
"LINESTRING (-81.9574848 26.4542697,-81.9575765 26.4543256,-81.9576355 26.454352,-81.9576677 26.454352,-81.9576892 26.45434,-81.957834 26.4540639,-81.9578313 26.4540374,-81.9578125 26.4540062,-81.9577803 26.4539822,-81.9577348 26.4539726,-81.9576972 26.453975,-81.957665 26.4539918,-81.9576301 26.454023,-81.9574848 26.4542697)",3141,2021400899,2021400899,191555383,,service,False,False,116.366,,,,parking_aisle,,,,,,,0.404687015736215
"LINESTRING (-81.9565251 26.4536844,-81.9563641 26.4535836,-81.9563695 26.4535404,-81.956509 26.4532762,-81.9566806 26.4533579,-81.9565251 26.4536844)",3144,2021400900,2021400900,"[617090528, 617090526, 191555383]",,service,False,True,115.704,,,,parking_aisle,,,,,,,16.77202854106758
"LINESTRING (-81.9565251 26.4536844,-81.9569062 26.4539169,-81.956929 26.4539308)",3143,2021400900,2021400901,191555383,,service,False,False,48.656,,,,parking_aisle,,,,,,,8.38601427053379
"LINESTRING (-81.9378729 26.4493371,-81.9379449 26.4491733,-81.9380173 26.4491349,-81.9380871 26.4490796,-81.9381187 26.449035,-81.9381543 26.4489451,-81.9382123 26.448803)",3150,2253886537,5706749091,11040297,Bay Road,unclassified,False,True,70.532,,,,,,,,,,,1514.8109477366088
"LINESTRING (-81.9538255 26.4553629,-81.9538258 26.4553904)",3151,3346861986,5718333875,11037529,Crescent Street,unclassified,False,False,3.058,,,,,,,,,,,146.94635193621676
"LINESTRING (-81.9538255 26.4553629,-81.9540535 26.4554625,-81.9541162 26.4554896,-81.9545023 26.4556586)",3152,3346861986,7248969646,11032252,Second Street,unclassified,False,True,74.97,,,,,,,,,,,230.5816685217012
"LINESTRING (-81.9529182 26.4598306,-81.9531265 26.4598787)",3158,3529435381,3529435382,346399902,,service,False,False,21.414,,,,,,,,,,,8.936838264174748
"LINESTRING (-81.9530646 26.4592857,-81.9530347 26.4594085,-81.9529332 26.4597773,-81.9529182 26.4598306)",4405,7592299587,3529435381,11040946,Fishermans Wharf,residential,True,False,62.322,,,,,,,,,,,0.2697913438241433
"LINESTRING (-81.9461035 26.4490046,-81.9460981 26.4492847)",3162,3547654560,5718334400,348717601,Pearl Street,residential,False,True,31.15,,,,,,,,,,,18.975324515631417
"LINESTRING (-81.9465412 26.4492027,-81.9465397 26.4498024,-81.9468958 26.4499305)",3163,3547654561,3547654567,"[601784733, 601784734]",,service,False,True,104.89,,,,driveway,,,,,,,153.5955844308826
"LINESTRING (-81.9472753 26.4495134,-81.9472762 26.4500334,-81.9472584 26.4500612,-81.9468958 26.4499305)",3164,3547654562,3547654567,"[601784733, 348717599]",,service,False,False,100.3,,,,driveway,,,,,,,37.4504109145889
"LINESTRING (-81.9469283 26.4498173,-81.9468958 26.4499305)",3165,3547654565,3547654567,348717597,,service,False,True,12.996,,,,driveway,,,,,,,23.28636536382137
"LINESTRING (-81.9460874 26.4498438,-81.9458865 26.4497724,-81.9458401 26.4497559)",3168,3547654566,5718334376,882352979,Estero Boulevard,secondary,False,True,26.489,2,CR 865,,,25 mph,,,,,,523.0804504510432
"LINESTRING (-81.9460874 26.4498438,-81.9460889 26.4497879,-81.9460981 26.4492847)",3167,3547654566,5718334400,348717601,Pearl Street,residential,False,False,62.179,,,,,,,,,,,258.10038559176377
"LINESTRING (-81.9468958 26.4499305,-81.9468682 26.4500267,-81.9468436 26.4501123)",3170,3547654567,3547654570,348717597,,service,False,True,20.872,,,,driveway,,,,,,,25.19738738257572
"LINESTRING (-81.9468436 26.4501123,-81.9473216 26.450282)",3173,3547654570,5723054282,882352979,Estero Boulevard,secondary,False,False,51.192,2,CR 865,,,25 mph,,,,,,1.9110220187543487
"LINESTRING (-81.9618417 26.456895,-81.9612748 26.4573535,-81.9612153 26.4573919)",3176,3712398263,3712398266,367298783,,service,False,False,83.355,,,,driveway,,,,,,,100.99189303817099
"LINESTRING (-81.9612153 26.4573919,-81.96136 26.4575359)",3177,3712398266,5832836526,166094633,Estero Boulevard,tertiary,False,False,21.538,2,,,,25 mph,,,,,,93.99980071072862
"LINESTRING (-81.9549106 26.4527849,-81.9549381 26.4527837,-81.9549622 26.4527885,-81.9549835 26.4528021,-81.9550077 26.4528213,-81.9550412 26.4528285,-81.9550734 26.4528249)",3183,4277696826,4277696828,428685324,,secondary_link,True,False,17.683,1,,,,,,,,,,0.0
"LINESTRING (-81.9553508 26.4537887,-81.9553906 26.45387)",3187,4277774325,4277774376,1125745977,,service,False,True,9.87,,,,parking_aisle,,,,,,,0.0
"LINESTRING (-81.9556714 26.4540841,-81.9556191 26.4540769,-81.9555896 26.4540769,-81.9555078 26.4541093)",3191,4277774326,4277774346,1125745976,,service,False,False,17.11,,,,parking_aisle,,,,,,,78.1045940370895
"LINESTRING (-81.9556714 26.4540841,-81.9557004 26.4540979,-81.9557787 26.4541357)",3190,4277774326,4277774367,428693045,,service,False,True,12.125,,,,parking_aisle,,,,,,,452.56373795900777
"LINESTRING (-81.9556714 26.4540841,-81.9554943 26.4536338)",3188,4277774326,4277774369,428693045,,service,False,False,53.084,,,,parking_aisle,,,,,,,51.49642275243336
"LINESTRING (-81.9556714 26.4540841,-81.9555963 26.4541333,-81.9555325 26.4541552)",3189,4277774326,4277774374,428693040,,service,False,True,16.066,,,,parking_aisle,,,,,,,51.83366193221354
"LINESTRING (-81.9551993 26.4541753,-81.9550612 26.4544431,-81.9554294 26.4546048,-81.9555061 26.4546386)",3192,4277774328,4277774354,428693043,,service,False,True,82.136,,,,parking_aisle,,,,,,,49.304368083862194
"LINESTRING (-81.9553964 26.4541976,-81.9554018 26.4542065,-81.9553146 26.4543734,-81.95543 26.4544251,-81.955544 26.4542077,-81.9555453 26.4541789,-81.9555325 26.4541552)",3193,4277774329,4277774374,428693042,,service,True,False,67.297,,,,parking_aisle,,,,,,,38.54643824887449
"LINESTRING (-81.9553906 26.45387,-81.955324 26.453916,-81.9553039 26.453958,-81.9552959 26.454006,-81.9553066 26.454048,-81.9553964 26.4541976)",3214,4277774376,4277774329,428693042,,service,True,False,42.526,,,,parking_aisle,,,,,,,12.680193159734738
"LINESTRING (-81.9555325 26.4541552,-81.9555078 26.4541093)",3210,4277774374,4277774346,428693042,,service,True,False,5.665,,,,parking_aisle,,,,,,,13.47270523221816
"LINESTRING (-81.9555078 26.4541093,-81.9553906 26.45387)",3195,4277774346,4277774376,428693039,,service,True,False,29.055,,,,parking_aisle,,,,,,,13.30408564232807
"LINESTRING (-81.9555061 26.4546386,-81.9553977 26.4548386)",3197,4277774354,4277774371,166092638,Old San Carlos Boulevard,unclassified,False,False,24.719,,,,,25 mph,,,,,,166.07905473574556
"LINESTRING (-81.9555061 26.4546386,-81.9555687 26.4545232)",3198,4277774354,5718333001,166092638,Old San Carlos Boulevard,unclassified,False,True,14.265,,,,,25 mph,,,,,,83.27559479371891
"LINESTRING (-81.9557787 26.4541357,-81.9557405 26.454206,-81.9555687 26.4545232)",3200,4277774367,5718333001,166092638,Old San Carlos Boulevard,unclassified,False,False,47.892,,,,,25 mph,,,,,,435.03854191643114
"LINESTRING (-81.955006 26.4546871,-81.9548831 26.4546328,-81.9547085 26.4549846,-81.9548321 26.4550326,-81.9548759 26.4549456,-81.955006 26.4546871)",3204,4277774370,4277774370,428693038,,service,False,False,112.0,,,,parking_aisle,,,,,,,135.43525459971997
"LINESTRING (-81.955006 26.4546871,-81.9551077 26.454732,-81.9551768 26.4547625,-81.9552425 26.4547745,-81.9553178 26.4548056,-81.9553977 26.4548386)",3206,4277774370,4277774371,428693038,,service,False,True,42.648,,,,parking_aisle,,,,,,,184.49231395174337
"LINESTRING (-81.8854471 26.4096514,-81.8860815 26.4092012,-81.8860891 26.40918,-81.8860882 26.4091494,-81.8860777 26.4091299,-81.8858046 26.4088185)",629,5094979733,5094979738,523311256,,service,False,False,132.927,,,,parking_aisle,,,,,,,0.0
"LINESTRING (-81.8854471 26.4096514,-81.8851067 26.4096661)",628,5094979733,5094979740,523311256,,service,False,True,33.94,,,,parking_aisle,,,,,,,0.0
"LINESTRING (-81.8858046 26.4088185,-81.8857868 26.4087721,-81.8857684 26.408724)",631,5094979738,5094979739,"[523311256, 1003255558]",,service,False,False,11.11,,,,parking_aisle,,,,,,,0.0
"LINESTRING (-81.8857684 26.408724,-81.88566 26.4087428,-81.8854776 26.4087957,-81.8852952 26.4088629,-81.8851344 26.4089145,-81.8850732 26.4089157)",635,5094979739,5094979746,"[11025920, 523311256]",Bay Beach Lane,"['residential', 'service']",False,"[False, True]",72.839,,,,parking_aisle,,,,,,,0.0
"LINESTRING (-81.8857684 26.408724,-81.8858263 26.408714,-81.8860409 26.4086948,-81.886281 26.408684,-81.8863992 26.4086894)",634,5094979739,5094979808,11025920,Bay Beach Lane,residential,False,False,63.081,,,,,,,,,,,0.0
"LINESTRING (-81.8851067 26.4096661,-81.8845916 26.4096885,-81.8845716 26.4089253,-81.8850732 26.4089157)",638,5094979740,5094979746,523311256,,service,False,True,186.212,,,,parking_aisle,,,,,,,0.0
"LINESTRING (-81.8863992 26.4086894,-81.886392 26.4087657,-81.886384 26.4088515)",645,5094979808,5094979809,523311268,,service,False,False,18.088,,,,parking_aisle,,,,,,,0.0
"LINESTRING (-81.8863992 26.4086894,-81.88661 26.408699,-81.8869264 26.4086865)",643,5094979808,5094979814,11025920,Bay Beach Lane,residential,False,False,52.562,,,,,,,,,,,0.0
"LINESTRING (-81.8863992 26.4086894,-81.8863702 26.4085627,-81.8863042 26.4084525,-81.8862549 26.4083562)",646,5094979808,5094979958,523311277,,service,False,False,40.066,,,,parking_aisle,,,,,,,0.0
"LINESTRING (-81.886384 26.4088515,-81.8866105 26.4089598,-81.8866694 26.4089627,-81.88686 26.408872,-81.8869341 26.4088144)",647,5094979809,5094979813,523311268,,service,False,False,62.712,,,,parking_aisle,,,,,,,0.0
"LINESTRING (-81.8869341 26.4088144,-81.8869308 26.408759,-81.8869264 26.4086865)",650,5094979813,5094979814,523311268,,service,False,False,14.243,,,,parking_aisle,,,,,,,0.0
"LINESTRING (-81.8862549 26.4083562,-81.8861811 26.4081161,-81.8862213 26.408065,-81.8863003 26.4079049)",656,5094979958,5094979961,523311277,,service,False,False,54.105,,,,parking_aisle,,,,,,,0.0
"LINESTRING (-81.8862549 26.4083562,-81.8863495 26.4083237,-81.8864324 26.408333,-81.8865683 26.4083821,-81.8866648 26.4084125,-81.8867511 26.4084421,-81.8868994 26.4084951,-81.8870745 26.408523,-81.887158 26.4084762)",658,5094979958,7013232985,"[750002470, 774875340, 774875341, 523311278]",,service,False,"[False, True]",95.821,,,,parking_aisle,,,,building_passage,,,0.0
"LINESTRING (-81.8841741 26.404944,-81.8844143 26.4049799,-81.8844706 26.4050113,-81.8844894 26.4050348,-81.8844831 26.4050696,-81.8844706 26.405111,-81.8844268 26.4051402,-81.8843668 26.4051469,-81.8838425 26.4050875)",662,5095138163,5095138164,523331111,,service,False,True,106.855,,,,parking_aisle,,,,,,,0.0
"LINESTRING (-81.8841741 26.404944,-81.883432 26.4048409,-81.8832919 26.4049059)",661,5095138163,5095138173,523331111,,service,False,False,90.507,,,,parking_aisle,,,,,,,0.0
"LINESTRING (-81.8858745 26.4045282,-81.8858393 26.4043614,-81.8865957 26.4041968,-81.8866198 26.404359,-81.8858745 26.4045282)",667,5095138217,5095138217,"[609289137, 524833401, 523331115, 609289139]",,service,False,False,191.171,,,,parking_aisle,,,,,,,0.5733066056263046
"LINESTRING (-81.8858745 26.4045282,-81.8854759 26.4046113)",666,5095138217,5095138218,609289137,,service,False,False,40.76,,,,,,,,,,,0.2866533028131522
"LINESTRING (-81.8854759 26.4046113,-81.885323 26.4042761)",669,5095138218,5095138219,609289134,,service,False,False,40.263,,,,parking_aisle,,,,,,,0.2023435078681074
"LINESTRING (-81.8854759 26.4046113,-81.8852881 26.4046473,-81.8850735 26.4041764)",671,5095138218,5095138421,"[609289128, 609289137]",,service,False,False,75.683,,,,parking_aisle,,,,,,,0.0
"LINESTRING (-81.8850213 26.4042792,-81.8851049 26.4044691)",674,5095138425,5095138426,609289146,,service,False,True,22.698,,,,,,,,,,,0.0
"LINESTRING (-81.8851049 26.4044691,-81.8845187 26.4046598,-81.8842271 26.4046203)",676,5095138426,5095138429,523331117,,service,False,False,91.486,,,,parking_aisle,,,,,,,0.0
"LINESTRING (-81.8842271 26.4046203,-81.884284 26.4045491,-81.8845534 26.4044563,-81.8844901 26.4042912)",681,5095138429,5095138432,609289148,,service,False,False,57.894,,,,parking_aisle,,,,,,,0.0
"LINESTRING (-81.8842271 26.4046203,-81.8838384 26.4045677,-81.8838611 26.4045106,-81.8839625 26.4044755)",679,5095138429,5771293248,523331117,,service,False,False,56.719,,,,parking_aisle,,,,,,,0.0
"LINESTRING (-81.8844901 26.4042912,-81.8846235 26.4042437)",683,5095138432,5095138433,523331119,,service,False,True,14.297,,,,parking_aisle,,,,,,,0.0
"LINESTRING (-81.8844901 26.4042912,-81.8843756 26.4043272)",682,5095138432,5095138434,523331119,,service,False,False,12.086,,,,parking_aisle,,,,,,,0.0
"LINESTRING (-81.8842709 26.405387,-81.8842531 26.4055159,-81.884264 26.4055623)",689,5095138435,5095138446,523331120,,service,False,False,19.714,,,,parking_aisle,,,,,,,0.0
"LINESTRING (-81.8846453 26.4054526,-81.8846576 26.4054917,-81.8846519 26.4055528,-81.884632 26.4055953,-81.884559 26.4056276,-81.8844366 26.4056683,-81.8843864 26.405676,-81.8843308 26.4056737,-81.8842687 26.405582,-81.884264 26.4055623)",690,5095138445,5095138446,523331120,,service,False,True,62.353,,,,parking_aisle,,,,,,,0.0
"LINESTRING (-81.8846453 26.4054526,-81.8848349 26.4053685,-81.8850198 26.4057839)",692,5095138445,5095138449,523331121,,service,False,False,70.798,,,,parking_aisle,,,,,,,0.0
"LINESTRING (-81.8850198 26.4057839,-81.8852001 26.4057239)",697,5095138449,5095138450,523331122,,service,False,True,19.156,,,,parking_aisle,,,,,,,0.0
"LINESTRING (-81.8850198 26.4057839,-81.884375 26.4060293,-81.8838402 26.4061941)",699,5095138449,5095138452,523331122,,service,False,False,126.102,,,,parking_aisle,,,,,,,0.0
"LINESTRING (-81.8927274 26.4117887,-81.8925176 26.41187)",704,5594768019,5594768020,585462557,The Palms Driveway,service,False,False,22.766,,,,driveway,,,,,,,0.0
"LINESTRING (-81.9602306 26.4564156,-81.960279 26.4563698,-81.960317 26.4563339,-81.9604797 26.4561799)",3217,5694055621,5694055622,598230515,,service,False,False,36.082,,,,,,,,,,,121.58596561674726
"LINESTRING (-81.9602306 26.4564156,-81.960372 26.4565431,-81.9604046 26.4565759,-81.9604127 26.4565841,-81.9605661 26.4567387,-81.9606094 26.4567823,-81.9607065 26.4568802,-81.9608271 26.4570017)",3215,5694055621,5833573700,166094633,Estero Boulevard,tertiary,False,False,88.191,2,,,,25 mph,,,,,,128.69047100411638
"LINESTRING (-81.9604797 26.4561799,-81.9604128 26.4561133,-81.960367 26.4560677,-81.9603605 26.4560613)",3220,5694055622,5694077511,598233640,,service,False,False,17.741,,,,,,,,,,,28.440504161461774
"LINESTRING (-81.9604797 26.4561799,-81.9606253 26.4560633)",3218,5694055622,5694077516,598230515,,service,False,False,19.447,,,,,,,,,,,328.8531655096454
"LINESTRING (-81.9297001 26.4447884,-81.929759 26.4448209)",3221,5694073697,5694073698,11050939,Shell Mound Boulevard,residential,False,True,6.888,,,,,,,,,,,358.93490034603735
"LINESTRING (-81.9601795 26.456219,-81.9603605 26.4560613)",3227,5694077510,5694077511,598233637,,service,False,False,25.143,,,,parking_aisle,,,,,,,260.4835424622104
"LINESTRING (-81.9603605 26.4560613,-81.9603089 26.4560074,-81.960291 26.4559887,-81.9602606 26.4559682,-81.9602178 26.4559395)",3229,5694077511,5694077513,598233640,,service,False,False,19.744,,,,,,,,,,,20.504142130634893
"LINESTRING (-81.9600593 26.4561047,-81.9602178 26.4559395)",3231,5694077512,5694077513,598233638,,service,False,False,24.216,,,,parking_aisle,,,,,,,373.0539806728342
"LINESTRING (-81.9602178 26.4559395,-81.9601588 26.4558998,-81.9601503 26.4558933,-81.9600866 26.455844)",3233,5694077513,5694077515,598233640,,service,False,False,16.842,,,,,,,,,,,25.31542109549878
"LINESTRING (-81.959977 26.4559507,-81.9600866 26.455844)",3235,5694077514,5694077515,598233639,,service,False,False,16.119,,,,parking_aisle,,,,,,,106.99475043825817
"LINESTRING (-81.9580144 26.4548736,-81.9579628 26.4548415)",3241,5700557920,5700560221,166094633,Estero Boulevard,tertiary,False,True,6.255,2,,,,25 mph,,,,,,423.4818369956213
"LINESTRING (-81.9579628 26.4548415,-81.9578215 26.4547546)",3244,5700560221,5702951036,166094633,Estero Boulevard,tertiary,False,True,17.066,2,,,,25 mph,,,,,,176.42812221277123
"LINESTRING (-81.9579628 26.4548415,-81.9580027 26.4547657,-81.958035 26.4547042)",3245,5700560221,5702951042,599432716,,service,False,True,16.875,,,,,,,,,,,76.7042484905737
"LINESTRING (-81.9575279 26.4545725,-81.9574757 26.4546427,-81.9574099 26.4547312,-81.9572941 26.4546666,-81.9572548 26.4547242,-81.957146 26.4546649)",3248,5702366483,5702366486,"[599362376, 599362378, 599362372, 599362374]",,service,False,True,54.967,,,,,,,,,,,344.47858083946034
"LINESTRING (-81.9575279 26.4545725,-81.9575834 26.454607,-81.9577023 26.4546809)",3247,5702366483,5702951039,166094633,Estero Boulevard,tertiary,False,False,21.135,2,,,,25 mph,,,,,,48.35110533568355
"LINESTRING (-81.9578215 26.4547546,-81.9577744 26.4547257,-81.9577023 26.4546809)",3253,5702951036,5702951039,166094633,Estero Boulevard,tertiary,False,True,14.421,2,,,,25 mph,,,,,,243.45970866690692
"LINESTRING (-81.9582065 26.4543069,-81.9581418 26.4545012,-81.958035 26.4547042)",3257,5702951040,5702951042,599432716,,service,False,False,47.496,,,,,,,,,,,248.38789721409464
"LINESTRING (-81.958035 26.4547042,-81.95845 26.4549255,-81.9584025 26.4550109,-81.9583657 26.4550769)",3258,5702951042,5702951044,"[599432712, 599432713]",,service,False,False,66.897,,,,,,,,,,,25.78755594719103
"LINESTRING (-81.9583657 26.4550769,-81.958439 26.4551233)",3261,5702951044,5702951066,166094633,Estero Boulevard,tertiary,False,False,8.937,2,,,,25 mph,,,,,,10.342001513258827
"LINESTRING (-81.9586772 26.4546797,-81.9584756 26.4550552,-81.958439 26.4551233)",3264,5702951064,5702951066,599432715,,service,False,False,54.73,,,,,,,,,,,808.6770705008844
"LINESTRING (-81.958439 26.4551233,-81.9585753 26.4552096)",3265,5702951066,5832108728,166094633,Estero Boulevard,tertiary,False,False,16.619,2,,,,25 mph,,,,,,25.38286893145482
"LINESTRING (-81.9589361 26.4546672,-81.958642 26.4551566,-81.9586005 26.4552256)",3268,5702951069,5702951071,599432717,,service,False,False,70.509,,,,,,,,,,,5.845479116189772
"LINESTRING (-81.9586005 26.4552256,-81.9585753 26.4552096)",3269,5702951071,5832108728,166094633,Estero Boulevard,tertiary,False,True,3.076,2,,,,25 mph,,,,,,26.259690798883284
"LINESTRING (-81.9586005 26.4552256,-81.9586972 26.4552868,-81.9587967 26.4553498)",3270,5702951071,5834339115,166094633,Estero Boulevard,tertiary,False,False,23.921,2,,,,25 mph,,,,,,16.097550181507216
"LINESTRING (-81.9642143 26.4596203,-81.9639536 26.4598273,-81.9638488 26.4599104,-81.9637988 26.4599501)",3272,5706105717,5706105719,599927364,,service,False,False,55.278,,,,,,,,,,,37.77078813538007
"LINESTRING (-81.9637988 26.4599501,-81.9637279 26.4598774,-81.9637249 26.4598745)",3274,5706105719,5832838330,166094633,Estero Boulevard,tertiary,False,True,11.171,2,,,,25 mph,,,,,,42.55958448825861
"LINESTRING (-81.9637988 26.4599501,-81.963866 26.4600191,-81.9639569 26.4601122,-81.9640434 26.460201)",3273,5706105719,5832838336,166094633,Estero Boulevard,tertiary,False,False,37.03,2,,,,25 mph,,,,,,39.59187970619304
