WKT,fid,u,v,osmid,name,highway,oneway,reversed,length,lanes,ref,access,service,maxspeed,bridge,junction,tunnel,area,width,split_CYD
"LINESTRING (-81.952706 26.524959,-81.952734 26.526308)",208999,98502056,98502058,11048220,Laguna Drive,residential,False,False,150.028,,,,,,,,,,,224.66666666666666
"LINESTRING (-81.952706 26.524959,-81.952714 26.524842,-81.952725 26.524755,-81.952758 26.5246,-81.952821 26.524362,-81.952851 26.524215,-81.952867 26.524083,-81.952872 26.523918,-81.952865 26.523626)",209000,98502056,98227666,11048220,Laguna Drive,residential,False,True,149.722,,,,,,,,,,,181.5
"LINESTRING (-81.952706 26.524959,-81.952945 26.524955,-81.953036 26.524959,-81.9531 26.524988,-81.953143 26.525039,-81.953158 26.525266,-81.953178 26.525958,-81.953196 26.526026,-81.953237 26.526087,-81.953378 26.526235,-81.953466 26.526337)",209001,98502056,98502086,11054804,Shrike Way,residential,False,True,200.983,,,,,,,,,,,132.66666666666666
"LINESTRING (-81.952734 26.526308,-81.952706 26.524959)",209002,98502058,98502056,11048220,Laguna Drive,residential,False,True,150.028,,,,,,,,,,,224.66666666666666
"LINESTRING (-81.952734 26.526308,-81.9525546 26.526315)",209003,98502058,7011436282,749802419,,residential,False,True,17.865,,,,,,,,,,,129.0
"LINESTRING (-81.952734 26.526308,-81.952757 26.526396,-81.952798 26.526454,-81.952857 26.526507,-81.952926 26.526542,-81.953006 26.526564,-81.9530354 26.5265648)",209004,98502058,7011436254,11048220,Laguna Drive,residential,False,False,45.142,,,,,,,,,,,116.66666666666666
"LINESTRING (-81.953466 26.526337,-81.9533678 26.5264101)",209005,98502086,7192580795,11048220,Laguna Drive,residential,False,True,12.709,,,,,,,,,,,43.5
"LINESTRING (-81.953466 26.526337,-81.953911 26.526006,-81.954171 26.525806,-81.954217 26.525747,-81.954233 26.525666,-81.954235 26.525589,-81.954228 26.525519,-81.9542221 26.5249886,-81.9541989 26.5244906,-81.9542001 26.5241104,-81.9541947 26.523919,-81.9541883 26.5237609,-81.9541771 26.5236447,-81.95419 26.5235814,-81.954229 26.5234677,-81.9543962 26.5233043,-81.9547778 26.5229033,-81.9549124 26.5226943,-81.95494 26.5226,-81.954989 26.522469,-81.955025 26.522341,-81.955047 26.522206,-81.955058 26.52205,-81.955053 26.521962,-81.955035 26.521887,-81.955007 26.521814,-81.954976 26.521755,-81.954698 26.521338,-81.954602 26.521211,-81.954444 26.521031,-81.954323 26.520905)",209006,98502086,98123706,11048220,Laguna Drive,residential,False,False,686.69,,,,,,,,,,,67.0
"LINESTRING (-81.953466 26.526337,-81.953378 26.526235,-81.953237 26.526087,-81.953196 26.526026,-81.953178 26.525958,-81.953158 26.525266,-81.953143 26.525039,-81.9531 26.524988,-81.953036 26.524959,-81.952945 26.524955,-81.952706 26.524959)",209007,98502086,98502056,11054804,Shrike Way,residential,False,False,200.983,,,,,,,,,,,132.66666666666666
"LINESTRING (-81.963666 26.520682,-81.964309 26.520483,-81.964476 26.520428)",209008,98502637,98184084,11048275,Chatham Drive,residential,False,True,85.399,,,,,,,,,,,190.66666666666669
"LINESTRING (-81.9687794 26.5174361,-81.96863 26.516967,-81.968399 26.516237,-81.968277 26.515818)",209022,98505029,98193547,11048558,Allen Way,residential,False,True,186.748,,,,,,,,,,,451.0833333333333
"LINESTRING (-81.9687794 26.5174361,-81.968745 26.517503,-81.968728 26.517573,-81.968749 26.517616,-81.968758 26.517633,-81.968826 26.517652,-81.968894 26.517621,-81.968904 26.517549,-81.968858 26.517492,-81.9687794 26.5174361)",209023,98505029,98505029,935635145,Allen Way,residential,True,False,64.021,,,,,,,,,,,651.5
"LINESTRING (-81.942027 26.503577,-81.941471 26.503589)",209024,98505516,98456397,815813228,Derwent Boulevard,residential,False,False,55.343,,,private,,,,,,,,234.66666666666669
"LINESTRING (-81.942027 26.503577,-81.941993 26.501849,-81.942006 26.501773,-81.942067 26.501719,-81.942163 26.501703,-81.942248 26.5017,-81.942406 26.501702,-81.94244 26.501714,-81.942489 26.501732,-81.942508 26.501758,-81.942539 26.5018,-81.942573 26.503573)",209025,98505516,98072707,"[11050027, 11011775]","['Adrienne Drive', 'Dawn Street']",residential,False,"[False, True]",458.305,,,private,,,,,,,,153.5
"LINESTRING (-81.942027 26.503577,-81.942337 26.503577,-81.942573 26.503573)",209026,98505516,98072707,815813228,Derwent Boulevard,residential,False,True,54.336,,,private,,,,,,,,153.5
"LINESTRING (-81.937663 26.503644,-81.937109 26.503652)",209027,98505520,98184515,815813228,Derwent Boulevard,residential,False,False,55.135,,,private,,,,,,,,504.5
"LINESTRING (-81.937663 26.503644,-81.937609 26.501878,-81.937573 26.501816,-81.93752 26.501787,-81.937497 26.501774,-81.937419 26.501768,-81.937302 26.501768,-81.937213 26.501769,-81.937132 26.501787,-81.937098 26.501815,-81.937076 26.501834,-81.937056 26.501898,-81.937088 26.502802,-81.937109 26.503652)",209028,98505520,98184515,"[11054624, 11021202]","['Rosa Lee Avenue', 'Dillard Avenue']",residential,False,False,459.837,,,private,,,,,,,,504.5
"LINESTRING (-81.937663 26.503644,-81.938211 26.503638)",209029,98505520,98324324,815813228,Derwent Boulevard,residential,False,True,54.535,,,private,,,,,,,,339.8333333333333
"LINESTRING (-81.976191 26.507822,-81.977331 26.507803,-81.977408 26.507777,-81.977458 26.507719,-81.97747 26.507455)",209030,98505771,98207526,11048654,Harbour Palms Drive,residential,False,False,159.17,,,,,,,,,,,750.1666666666667
"LINESTRING (-81.943012 26.523464,-81.943049 26.523315,-81.94306 26.523247,-81.943065 26.523173,-81.943065 26.523095,-81.94306 26.523021,-81.943047 26.522952)",209036,98507804,98507826,11048863,Olde Millpond Court,residential,False,False,57.552,,,,,,,,,,,0.0
"LINESTRING (-81.943047 26.522952,-81.942938 26.522697,-81.942928 26.522628,-81.942987 26.522577,-81.943074 26.522565,-81.943159 26.522568,-81.943243 26.522591,-81.943303 26.522627,-81.943356 26.522671,-81.943401 26.522722,-81.943437 26.522778,-81.943463 26.522839,-81.943481 26.522901,-81.943496 26.522987)",209037,98507826,98507875,11048863,Olde Millpond Court,residential,False,False,125.068,,,,,,,,,,,0.0
"LINESTRING (-81.943047 26.522952,-81.943203 26.522945,-81.943286 26.522946,-81.943373 26.522953,-81.943496 26.522987)",209038,98507826,98507875,11048872,Olde Millpond Court,residential,False,True,45.298,,,,,,,,,,,0.0
"LINESTRING (-81.943047 26.522952,-81.94306 26.523021,-81.943065 26.523095,-81.943065 26.523173,-81.94306 26.523247,-81.943049 26.523315,-81.943012 26.523464)",209039,98507826,98507804,11048863,Olde Millpond Court,residential,False,True,57.552,,,,,,,,,,,0.0
"LINESTRING (-81.943496 26.522987,-81.943514 26.523159)",209040,98507875,98507878,11048863,Olde Millpond Court,residential,False,False,19.209,,,,,,,,,,,0.0
"LINESTRING (-81.943496 26.522987,-81.943481 26.522901,-81.943463 26.522839,-81.943437 26.522778,-81.943401 26.522722,-81.943356 26.522671,-81.943303 26.522627,-81.943243 26.522591,-81.943159 26.522568,-81.943074 26.522565,-81.942987 26.522577,-81.942928 26.522628,-81.942938 26.522697,-81.943047 26.522952)",209041,98507875,98507826,11048863,Olde Millpond Court,residential,False,True,125.068,,,,,,,,,,,0.0
"LINESTRING (-81.943496 26.522987,-81.943373 26.522953,-81.943286 26.522946,-81.943203 26.522945,-81.943047 26.522952)",209042,98507875,98507826,11048872,Olde Millpond Court,residential,False,False,45.298,,,,,,,,,,,0.0
"LINESTRING (-81.943496 26.522987,-81.9437 26.522941,-81.943889 26.522906,-81.944053 26.522883,-81.944149 26.522877,-81.94431 26.52289)",209043,98507875,98507954,11048872,Olde Millpond Court,residential,False,True,82.308,,,,,,,,,,,0.0
"LINESTRING (-81.943514 26.523159,-81.943496 26.522987)",209044,98507878,98507875,11048863,Olde Millpond Court,residential,False,True,19.209,,,,,,,,,,,0.0
"LINESTRING (-81.943514 26.523159,-81.943469 26.523335,-81.943464 26.523399,-81.943464 26.523464,-81.943476 26.523681)",209045,98507878,98034459,11048864,Olde Millpond Court,residential,True,False,58.597,,,,,,,,,,,0.0
"LINESTRING (-81.9458228 26.5230959,-81.945725 26.522997,-81.945662 26.522961,-81.945579 26.522925,-81.945511 26.522903,-81.945448 26.522899)",209046,98507897,98507915,11048872,Olde Millpond Court,residential,False,False,44.776,,,,,,,,,,,0.0
"LINESTRING (-81.9458228 26.5230959,-81.945797 26.5231183,-81.945781 26.5231472,-81.9457767 26.5231791,-81.9457846 26.5232106,-81.9458037 26.5232379,-81.9458319 26.5232579,-81.945866 26.5232683,-81.945902 26.523268,-81.9459358 26.523257,-81.9459623 26.5232377,-81.9459806 26.523212,-81.9459889 26.5231824,-81.9459863 26.523152,-81.945973 26.5231238,-81.9459505 26.5231009,-81.945921 26.5230855,-81.9458876 26.5230793,-81.9458537 26.5230829,-81.9458228 26.5230959)",209047,98507897,98507897,11048882,Olde Millpond Court,residential,True,False,66.18,,,,,,,,,,,0.0
"LINESTRING (-81.945448 26.522899,-81.945361 26.522894,-81.945288 26.522898,-81.945212 26.522893,-81.945082 26.522871)",209048,98507915,98507927,11048872,Olde Millpond Court,residential,False,False,36.696,,,,,,,,,,,0.0
"LINESTRING (-81.945448 26.522899,-81.94535 26.522798,-81.945288 26.522765,-81.945213 26.522754,-81.94514 26.522764,-81.94512 26.522774,-81.945095 26.522812,-81.945082 26.522871)",209049,98507915,98507927,11048874,Olde Millpond Court,residential,False,False,50.829,,,,,,,,,,,0.0
"LINESTRING (-81.945448 26.522899,-81.945511 26.522903,-81.945579 26.522925,-81.945662 26.522961,-81.945725 26.522997,-81.9458228 26.5230959)",209050,98507915,98507897,11048872,Olde Millpond Court,residential,False,True,44.776,,,,,,,,,,,0.0
"LINESTRING (-81.945082 26.522871,-81.945136 26.523269)",209051,98507927,98508034,11048874,Olde Millpond Court,residential,False,False,44.581,,,,,,,,,,,0.0
"LINESTRING (-81.945082 26.522871,-81.944903 26.522866,-81.94465 26.522899,-81.944552 26.522905,-81.944467 26.522905,-81.94431 26.52289)",209052,98507927,98507954,11048872,Olde Millpond Court,residential,False,False,77.195,,,,,,,,,,,0.0
"LINESTRING (-81.945082 26.522871,-81.945212 26.522893,-81.945288 26.522898,-81.945361 26.522894,-81.945448 26.522899)",209053,98507927,98507915,11048872,Olde Millpond Court,residential,False,True,36.696,,,,,,,,,,,0.0
"LINESTRING (-81.945082 26.522871,-81.945095 26.522812,-81.94512 26.522774,-81.94514 26.522764,-81.945213 26.522754,-81.945288 26.522765,-81.94535 26.522798,-81.945448 26.522899)",209054,98507927,98507915,11048874,Olde Millpond Court,residential,False,True,50.829,,,,,,,,,,,0.0
"LINESTRING (-81.94431 26.52289,-81.944387 26.523366)",209055,98507954,98508060,11048878,Olde Millpond Court,residential,False,True,53.48,,,,,,,,,,,0.0
"LINESTRING (-81.94431 26.52289,-81.944149 26.522877,-81.944053 26.522883,-81.943889 26.522906,-81.9437 26.522941,-81.943496 26.522987)",209056,98507954,98507875,11048872,Olde Millpond Court,residential,False,False,82.308,,,,,,,,,,,0.0
"LINESTRING (-81.94431 26.52289,-81.944467 26.522905,-81.944552 26.522905,-81.94465 26.522899,-81.944903 26.522866,-81.945082 26.522871)",209057,98507954,98507927,11048872,Olde Millpond Court,residential,False,True,77.195,,,,,,,,,,,0.0
"LINESTRING (-81.945136 26.523269,-81.945082 26.522871)",209058,98508034,98507927,11048874,Olde Millpond Court,residential,False,True,44.581,,,,,,,,,,,0.0
"LINESTRING (-81.944387 26.523366,-81.94431 26.52289)",209059,98508060,98507954,11048878,Olde Millpond Court,residential,False,False,53.48,,,,,,,,,,,0.0
"LINESTRING (-81.935384 26.491076,-81.935574 26.49107)",209060,98509107,98444244,11048968,Pavillion Drive,residential,False,True,18.921,,,private,,,,,,,,1.5
"LINESTRING (-81.942788 26.490168,-81.9427475 26.4899184)",209070,98512825,98195723,11052010,Pelican Drive,residential,False,False,28.045,,,,,,,,,,,0.0
"LINESTRING (-81.942788 26.490168,-81.9429289 26.4901592)",209071,98512825,6989416769,1093790887,Sea Gull Drive,residential,False,True,14.057,,,,,,,,,,,0.0
"LINESTRING (-81.942788 26.490168,-81.942712 26.490187,-81.942581 26.490208,-81.942454 26.490217,-81.942104 26.490217)",209072,98512825,98033115,11049187,Sea Gull Drive,residential,True,False,68.609,,,,,,,,,,,0.0
"LINESTRING (-81.9500751 26.450686,-81.9501746 26.450419)",209074,98513467,1412670504,11041062,Alva Drive,unclassified,False,False,31.298,,,,,,,,,,,0.0
"LINESTRING (-81.9500751 26.450686,-81.9500158 26.4508447,-81.9499751 26.4509537,-81.949921 26.4510984,-81.9499182 26.4511059,-81.9499006 26.451153)",209075,98513467,98272657,11041062,Alva Drive,unclassified,False,True,54.757,,,,,,,,,,,57.5
"LINESTRING (-81.9500751 26.450686,-81.9493016 26.450421,-81.9491442 26.4508418,-81.9491393 26.4508548,-81.9491218 26.4509016)",209076,98513467,98272667,"[600753187, 11045515]","['I Street', 'Avenue E']",unclassified,False,"[False, True]",138.81,,,,,,,,,,,277.0
"LINESTRING (-81.95526 26.453307,-81.9552988 26.4533637,-81.9553652 26.4534086)",209110,98523816,98271969,166092633,,secondary_link,True,False,15.678,1,,,,,,,,,,0.0
"LINESTRING (-81.95526 26.453307,-81.955234 26.453379,-81.955193 26.45343,-81.9551558 26.4534522,-81.955131 26.453467,-81.954996 26.453521,-81.9548833 26.4535654)",209111,98523816,98523838,166092636,Fifth Street,unclassified,True,False,49.797,,,,,,,,,,,0.0
"LINESTRING (-81.95526 26.453307,-81.9552575 26.4534459,-81.9552504 26.4535431,-81.9552286 26.4536464,-81.9551712 26.4538149)",209112,98523816,98433630,600753136,San Carlos Boulevard,secondary,True,False,57.556,1,FL 865,,,25 mph,,,,,,0.0
"LINESTRING (-81.9548833 26.4535654,-81.955007 26.453564,-81.9550253 26.4535688,-81.955053 26.453576,-81.955092 26.453596,-81.955129 26.453627,-81.9551338 26.4536361,-81.955151 26.453666,-81.955168 26.453719,-81.95517 26.453763,-81.9551712 26.4538149)",209113,98523838,98433630,11050130,,secondary_link,True,False,48.264,1,,,,,,,,,,0.0
"LINESTRING (-81.9548833 26.4535654,-81.954724 26.453626,-81.9547121 26.4536308)",209114,98523838,5718333833,127686065,Fifth Street,unclassified,False,False,18.53,,,,,,,,,,,0.0
"LINESTRING (-81.954168 26.454085,-81.954103 26.454138,-81.954028 26.454173,-81.953955 26.454188,-81.953913 26.454191,-81.953872 26.454193,-81.9537917 26.454194)",209115,98523862,98388856,127686065,Fifth Street,unclassified,False,False,40.905,,,,,,,,,,,0.0
"LINESTRING (-81.954168 26.454085,-81.954214 26.454034,-81.954347 26.453851,-81.954406 26.453784,-81.9544605 26.4537399,-81.954537 26.453701,-81.9547121 26.4536308)",209116,98523862,5718333833,127686065,Fifth Street,unclassified,False,True,76.224,,,,,,,,,,,0.0
"LINESTRING (-81.954168 26.454085,-81.954234 26.4541754,-81.9542983 26.4542666,-81.954352 26.4543243,-81.9544056 26.4543627,-81.9546291 26.4544638)",209117,98523862,5720788145,166092635,Fourth Street,unclassified,False,False,64.115,,,,,,,,,,,0.0
"LINESTRING (-81.9213417 26.4378469,-81.9214833 26.4377203,-81.9219759 26.4372771,-81.922039 26.437222)",209118,98525213,98272073,614483189,Strandview Avenue,residential,False,True,98.228,,,,,,,,,,,141.0
"LINESTRING (-81.927761 26.515722,-81.929433 26.515702,-81.9295605 26.5157047,-81.929622 26.515706)",209119,98525441,98194856,173569556,Cooper Lane,residential,False,True,185.188,,,,,,,,,,,961.8333333333334
"LINESTRING (-81.919069 26.531763,-81.918717 26.531775)",209126,98530785,98089917,11050770,Diamond Head Lane,residential,False,False,35.044,,,,,,,,,,,0.0
"LINESTRING (-81.91837 26.531775,-81.918717 26.531775)",209127,98530788,98089917,11050770,Diamond Head Lane,residential,False,True,34.521,,,,,,,,,,,14.5
"LINESTRING (-81.972386 26.504339,-81.972256 26.504181,-81.972201 26.504005,-81.972173 26.503855,-81.972145 26.502518,-81.972154 26.502434,-81.972192 26.502342,-81.972257 26.50225,-81.972331 26.502192,-81.972403 26.502156,-81.972415 26.50215,-81.972851 26.502008,-81.972935 26.501975,-81.973 26.501933,-81.973362 26.50154,-81.973436 26.501482,-81.973538 26.501432,-81.97365 26.501415,-81.974207 26.501415,-81.974319 26.501399,-81.974504 26.501332,-81.974634 26.501298,-81.974737 26.501282,-81.974987 26.501298,-81.975192 26.501357,-81.975359 26.50144,-81.975535 26.501591,-81.9755859 26.5016669)",209137,98536380,7919080610,11051298,Shenandoa Circle,residential,False,False,622.014,,,,,,,,,,,683.0
"LINESTRING (-81.972386 26.504339,-81.972395 26.50434,-81.972455 26.504383,-81.972488 26.504406,-81.972674 26.504457,-81.972888 26.50449,-81.9741075 26.5044707)",209138,98536380,8984818101,11051298,Shenandoa Circle,residential,False,True,175.049,,,,,,,,,,,736.6666666666666
"LINESTRING (-81.972386 26.504339,-81.9723193 26.5044119,-81.971898 26.504872)",209139,98536380,98069131,11051300,Shenandoa Circle,residential,False,True,76.62,,,,,,,,,,,565.5
"LINESTRING (-81.9385292 26.505014,-81.938596 26.50506,-81.9386723 26.5050956,-81.9387594 26.5051177,-81.9388389 26.5051206,-81.9390281 26.5051071)",209154,98540979,7016404130,750378887,,service,False,False,52.762,,,,,,,,,,,242.75
"LINESTRING (-81.9385292 26.505014,-81.9385264 26.5047775,-81.9385248 26.5046544)",209155,98540979,98102855,750378891,Sunburst Lane,residential,False,False,39.988,,,,,,,,,,,440.6
"LINESTRING (-81.9477315 26.464313,-81.9477135 26.4643639,-81.947676 26.4643927,-81.9475985 26.4644269)",209156,98541481,2019396613,11051780,Nancy Lane,residential,False,False,19.456,,,,,,,,,,,510.8333333333333
"LINESTRING (-81.9477315 26.464313,-81.94771 26.462316,-81.947711 26.460644,-81.947719 26.460555,-81.947737 26.460457)",209157,98541481,98428017,11051780,Nancy Lane,residential,False,True,428.956,,,,,,,,,,,665.0
"LINESTRING (-81.9477315 26.464313,-81.947786 26.4643543,-81.9478986 26.4644215)",209158,98541481,2019396637,191354214,Nancy Lane,residential,False,False,20.579,,,,,,,,,,,516.8333333333333
"LINESTRING (-81.9422999 26.4841686,-81.941566 26.484175,-81.93988 26.484197)",209162,98542456,98476141,11051882,Cypress Lane,residential,False,True,240.865,,,,,,,,,,,377.0
"LINESTRING (-81.94493 26.505123,-81.944928 26.504949)",209166,98545431,98150733,11052136,Hermit Thrush Lane,residential,False,True,19.349,,,,,,,,,,,0.0
"LINESTRING (-81.967128 26.501526,-81.967837 26.501514)",209167,98546287,98193588,11052225,Ash Lane,residential,False,True,70.566,,,,,,,,,,,156.16666666666669
"LINESTRING (-81.9594009 26.5094915,-81.959402 26.509223)",209173,98547428,98416451,11052328,Muirfield Court,residential,False,True,29.856,,,,,,,,,,,715.0833333333333
"LINESTRING (-81.9594009 26.5094915,-81.9593676 26.5094963,-81.9593382 26.509511,-81.9593161 26.5095338,-81.959304 26.5095619,-81.9593034 26.509592,-81.9593143 26.5096205,-81.9593353 26.509644,-81.9593641 26.5096597,-81.9593971 26.5096656,-81.9594274 26.509662,-81.9594549 26.5096502,-81.959477 26.5096313,-81.9594914 26.5096072,-81.9594968 26.5095803,-81.9594926 26.5095532,-81.9594792 26.5095286,-81.959458 26.509509,-81.959431 26.5094962,-81.9594009 26.5094915)",209174,98547428,98547428,11052330,Muirfield Court,residential,True,False,60.555,,,,,,,,,,,450.5
"LINESTRING (-81.9496537 26.522926,-81.949684 26.522828)",209221,98556200,98227621,11053090,Meadow Lark Cove Drsw,residential,False,True,11.306,,,,,,,,,,,0.0
"LINESTRING (-81.928806 26.445638,-81.928918 26.445551,-81.9297151 26.4448666,-81.929759 26.4448209)",209228,98559944,5694073698,11053336,Jefferson Court,residential,False,True,131.417,,,,,,,,,,,0.0
"LINESTRING (-81.9458921 26.4932757,-81.9459264 26.4931684,-81.945938 26.4931178,-81.9459429 26.4930651,-81.945937 26.492844)",209235,98564510,98564536,11053650,Whitewater Court,residential,False,True,48.626,,,,,,,,,,,562.1666666666667
"LINESTRING (-81.945884 26.491445,-81.945937 26.492844)",209236,98564534,98564536,11053650,Whitewater Court,residential,False,False,155.651,,,,,,,,,,,608.3333333333334
"LINESTRING (-81.945884 26.491445,-81.9458793 26.4911994,-81.9458748 26.4911557,-81.945866 26.4911228,-81.9458554 26.4910944,-81.9458098 26.4910203)",209237,98564534,9068789969,11053650,Whitewater Court,residential,False,True,48.692,,,,,,,,,,,786.6666666666667
"LINESTRING (-81.945884 26.491445,-81.944966 26.491457,-81.944584 26.491466,-81.944497 26.491487,-81.944431 26.491543,-81.944402 26.49162,-81.9444 26.491858,-81.944403 26.491952)",209238,98564534,98564559,11053651,Whitewater Court,residential,False,True,193.375,,,,,,,,,,,639.8333333333334
"LINESTRING (-81.945937 26.492844,-81.945884 26.491445)",209239,98564536,98564534,11053650,Whitewater Court,residential,False,True,155.651,,,,,,,,,,,608.3333333333334
"LINESTRING (-81.945937 26.492844,-81.9459429 26.4930651,-81.945938 26.4931178,-81.9459264 26.4931684,-81.9458921 26.4932757)",209240,98564536,98564510,11053650,Whitewater Court,residential,False,False,48.626,,,,,,,,,,,562.1666666666667
"LINESTRING (-81.945937 26.492844,-81.945224 26.492849,-81.944694 26.492861,-81.944568 26.492857,-81.944494 26.492826,-81.944443 26.49277,-81.944425 26.492699,-81.944416 26.492261,-81.944403 26.491952)",209241,98564536,98564559,11053651,Whitewater Court,residential,False,False,243.624,,,,,,,,,,,603.8333333333334
"LINESTRING (-81.944403 26.491952,-81.943926 26.4919629)",209242,98564559,7594085043,11053652,Whitewater Court,residential,False,True,47.486,,,,,,,,,,,321.1666666666667
"LINESTRING (-81.944403 26.491952,-81.9444 26.491858,-81.944402 26.49162,-81.944431 26.491543,-81.944497 26.491487,-81.944584 26.491466,-81.944966 26.491457,-81.945884 26.491445)",209243,98564559,98564534,11053651,Whitewater Court,residential,False,False,193.375,,,,,,,,,,,639.8333333333334
"LINESTRING (-81.944403 26.491952,-81.944416 26.492261,-81.944425 26.492699,-81.944443 26.49277,-81.944494 26.492826,-81.944568 26.492857,-81.944694 26.492861,-81.945224 26.492849,-81.945937 26.492844)",209244,98564559,98564536,11053651,Whitewater Court,residential,False,True,243.624,,,,,,,,,,,603.8333333333334
"LINESTRING (-81.9603301 26.5105666,-81.960276 26.510795,-81.960257 26.510946,-81.960251 26.511099,-81.960255 26.511175,-81.960273 26.511315)",209245,98569348,98416388,11054026,San Antonio Court,residential,False,False,84.011,,,,,,,,,,,602.125
"LINESTRING (-81.9603301 26.5105666,-81.9603612 26.510569,-81.9603914 26.5105622,-81.9604175 26.5105469,-81.9604365 26.5105249,-81.9604465 26.5104985,-81.9604463 26.5104706,-81.9604359 26.5104443,-81.9604165 26.5104225,-81.9603902 26.5104076,-81.9603599 26.5104012,-81.9603293 26.5104039,-81.9603013 26.5104152,-81.960279 26.5104341,-81.9602646 26.5104584,-81.9602597 26.5104855,-81.9602648 26.5105126,-81.9602795 26.5105368,-81.9603021 26.5105554,-81.9603301 26.5105666)",209246,98569348,98569348,11054028,San Antonio Court,residential,True,False,58.509,,,,,,,,,,,1091.5
"LINESTRING (-81.960352 26.5116443,-81.960311 26.511518,-81.960273 26.511315)",209247,98569361,98416388,11054026,San Antonio Court,residential,False,True,37.511,,,,,,,,,,,343.375
"LINESTRING (-81.960352 26.5116443,-81.9603233 26.5116558,-81.9603001 26.5116748,-81.9602848 26.5116995,-81.9602791 26.5117272,-81.9602835 26.5117551,-81.9602975 26.5117804,-81.9603198 26.5118003,-81.9603479 26.5118129,-81.9603791 26.5118169,-81.9604101 26.5118118,-81.960439 26.5117972,-81.9604608 26.5117749,-81.9604731 26.5117473,-81.9604744 26.5117177,-81.9604645 26.5116893,-81.9604447 26.5116655,-81.9604172 26.511649,-81.9603851 26.5116416,-81.960352 26.5116443)",209248,98569361,98569361,11054030,San Antonio Court,residential,True,False,61.036,,,,,,,,,,,574.0
"LINESTRING (-81.9407737 26.5212356,-81.940977 26.521375,-81.941409 26.521826,-81.941804 26.522228)",209271,98574825,98445852,11054411,Jacana Court,residential,False,True,151.051,,,,,,,,,,,0.0
"LINESTRING (-81.9407737 26.5212356,-81.9407817 26.5212061,-81.9407788 26.5211759,-81.9407651 26.5211481,-81.9407422 26.5211258,-81.9407125 26.5211112,-81.9406791 26.5211059,-81.9406456 26.5211105,-81.9406155 26.5211246,-81.9405921 26.5211465,-81.9405778 26.521174,-81.9405742 26.5212048,-81.9405821 26.521235,-81.9406006 26.5212611,-81.9406276 26.5212804,-81.9406603 26.5212907,-81.9406949 26.5212908,-81.9407277 26.5212808,-81.9407549 26.5212616,-81.9407737 26.5212356)",209272,98574825,98574825,11054413,Jacana Court,residential,True,False,64.728,,,,,,,,,,,0.0
"LINESTRING (-81.9482751 26.4942089,-81.9487244 26.4942569,-81.9492034 26.494285,-81.949822 26.494297,-81.9505834 26.4942851,-81.9514522 26.4942715)",209273,98576234,98295412,"[581798226, 159482716]",Summerlin Road,primary,True,False,316.636,"['2', '4']",CR 869,,,55 mph,,,,,,0.0
"LINESTRING (-81.962662 26.52225,-81.962616 26.51957)",209280,98580268,98127982,11054787,Intracoastal Court,residential,False,False,298.038,,,,,,,,,,,196.16666666666666
"LINESTRING (-81.962662 26.52225,-81.962424 26.522254,-81.962348 26.522278,-81.962293 26.522326,-81.962264 26.522387,-81.962261 26.522519,-81.962279 26.522589,-81.962325 26.522643,-81.962391 26.522679,-81.962465 26.522686,-81.962629 26.522683,-81.962855 26.52268,-81.962931 26.522662,-81.962992 26.522618,-81.963026 26.522553,-81.963031 26.522483,-81.963029 26.522415,-81.963014 26.522351,-81.962968 26.522289,-81.962897 26.522255,-81.962815 26.522248,-81.962662 26.52225)",209281,98580268,98580268,11054786,Intracoastal Court,residential,False,False,216.776,,,,,,,,,,,106.33333333333333
"LINESTRING (-81.962662 26.52225,-81.962815 26.522248,-81.962897 26.522255,-81.962968 26.522289,-81.963014 26.522351,-81.963029 26.522415,-81.963031 26.522483,-81.963026 26.522553,-81.962992 26.522618,-81.962931 26.522662,-81.962855 26.52268,-81.962629 26.522683,-81.962465 26.522686,-81.962391 26.522679,-81.962325 26.522643,-81.962279 26.522589,-81.962261 26.522519,-81.962264 26.522387,-81.962293 26.522326,-81.962348 26.522278,-81.962424 26.522254,-81.962662 26.52225)",209282,98580268,98580268,11054786,Intracoastal Court,residential,False,True,216.776,,,,,,,,,,,106.33333333333333
"LINESTRING (-81.949516 26.486765,-81.949478 26.486688,-81.949453 26.486622,-81.949435 26.486555,-81.949433 26.486487)",209290,98583137,98071921,11055030,Iroquois Drive South,residential,False,False,32.335,,,,,,,,,,,0.0
"LINESTRING (-81.949516 26.486765,-81.949544 26.486837,-81.949561 26.486904,-81.9495612 26.4869137)",209291,98583137,7601284803,11055030,Iroquois Drive South,residential,False,True,17.196,,,,,,,,,,,0.0
"LINESTRING (-81.949516 26.486765,-81.9500184 26.4867348,-81.9500477 26.4867304,-81.9510412 26.4867119)",209292,98583137,7561770887,808667304,,service,False,False,151.968,,,private,,,,,,,,0.0
"LINESTRING (-81.975546 26.5143766,-81.974848 26.5143876)",209293,98583187,98306608,11055039,Sherrill Point Court,residential,False,True,69.462,,,,,,,,,,,0.0
"LINESTRING (-81.926116 26.532858,-81.926764 26.532295,-81.92767 26.531508,-81.928865 26.530556,-81.929017 26.530435)",209308,384233186,98276631,129122715,McGregor Boulevard,secondary,True,False,394.913,2,FL 867,,,55 mph,,,,,,0.0
"LINESTRING (-81.9416665 26.5198196,-81.9417578 26.5198628,-81.941884 26.519895)",209316,610746140,98127946,11016309,Iona Road,tertiary,False,False,23.333,2,,,,,,,,,,0.0
